호스트_id,숙소_url,etc
3701124,https://www.airbnb.com/rooms/3701124,침대 1개 · 공용 욕실
3552642,https://www.airbnb.com/rooms/3552642,N/A
3553492,https://www.airbnb.com/rooms/3553492,침대 1개 · 공용 욕실
3560991,https://www.airbnb.com/rooms/3560991,침대 1개 · 공용 욕실
3587575,https://www.airbnb.com/rooms/3587575,침대 1개 · 공용 욕실
3722609,https://www.airbnb.com/rooms/3722609,싱글 침대 1개 · 공용 욕실
3567999,https://www.airbnb.com/rooms/3567999,침대 1개 · 공용 욕실
3573976,https://www.airbnb.com/rooms/3573976,N/A
3738009,https://www.airbnb.com/rooms/3738009,더블 침대 1개 · 공용 욕실
3601794,https://www.airbnb.com/rooms/3601794,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3602016,https://www.airbnb.com/rooms/3602016,더블 침대 1개 · 공용 욕실
3741769,https://www.airbnb.com/rooms/3741769,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3746316,https://www.airbnb.com/rooms/3746316,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3871382,https://www.airbnb.com/rooms/3871382,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3621702,https://www.airbnb.com/rooms/3621702,침대 1개 · 공용 욕실
3764544,https://www.airbnb.com/rooms/3764544,최대 인원 1명 · 침실 1개 · 침대 1개 · 욕실 1.5개
3875713,https://www.airbnb.com/rooms/3875713,N/A
3634244,https://www.airbnb.com/rooms/3634244,침대 1개 · 공용 욕실
3882483,https://www.airbnb.com/rooms/3882483,킹사이즈 침대 1개 · 전용 욕실
3773424,https://www.airbnb.com/rooms/3773424,침실 1개 · 전용 욕실
3889767,https://www.airbnb.com/rooms/3889767,N/A
3653613,https://www.airbnb.com/rooms/3653613,N/A
3790167,https://www.airbnb.com/rooms/3790167,최대 인원 2명 · 침실 1개 · 침대 1개 · 욕실 1.5개
3658541,https://www.airbnb.com/rooms/3658541,침대 1개 · 공용 욕실
3911545,https://www.airbnb.com/rooms/3911545,최대 인원 2명 · 원룸 · 침대 1개 · 욕실 1개
3914973,https://www.airbnb.com/rooms/3914973,퀸사이즈 침대 1개 · 공용 욕실
